accessions,EC
Q97U27,EC:4.2.1
Q97U27,EC:4.2.1.140
Q97U27,EC:4.2.1.39
Q97U27,EC:4.2.1.6
O81312,EC:5
O81312,EC:5.1
O81312,EC:5.1.3
O81312,EC:5.1.3.6
Q49ZK2,EC:2
Q49ZK2,EC:2.7
Q49ZK2,EC:2.7.1
Q49ZK2,EC:2.7.1.6
P13227,EC:2
P13227,EC:2.7
P13227,EC:2.7.1
P13227,EC:2.7.1.6
Q8DNK7,EC:2
Q8DNK7,EC:2.7
Q8DNK7,EC:2.7.1
Q8DNK7,EC:2.7.1.6
Q5LYY7,EC:2
Q5LYY7,EC:2.7
Q5LYY7,EC:2.7.1
Q5LYY7,EC:2.7.1.6
Q5JEK8,EC:2
Q5JEK8,EC:2.7
Q5JEK8,EC:2.7.1
Q5JEK8,EC:2.7.1.6
B9K9C8,EC:2
B9K9C8,EC:2.7
B9K9C8,EC:2.7.1
B9K9C8,EC:2.7.1.6
O83433,EC:2
O83433,EC:2.7
O83433,EC:2.7.1
O83433,EC:2.7.1.6
O22807,EC:2
O22807,EC:2.4
O22807,EC:2.4.1
O22807,EC:0
O65431,EC:2
O65431,EC:2.4
O65431,EC:2.4.1
O65431,EC:0
Q6WV20,EC:2
Q6WV20,EC:2.4
Q6WV20,EC:2.4.1
Q6WV20,EC:2.4.1.41
O08912,EC:2
O08912,EC:2.4
O08912,EC:2.4.1
O08912,EC:2.4.1.41
Q10471,EC:2
Q10471,EC:2.4
Q10471,EC:2.4.1
Q10471,EC:2.4.1.41
F8UL80,EC:4
F8UL80,EC:4.2
F8UL80,EC:4.2.3
F8UL80,EC:4.2.3.23
A6TTJ8,EC:6
A6TTJ8,EC:6.3
A6TTJ8,EC:6.3.5
A6TTJ8,EC:6.3.5.7
B9KIR2,EC:6
B9KIR2,EC:6.3
B9KIR2,EC:6.3.5
B9KIR2,EC:6.3.5.7
B7GFW3,EC:6
B7GFW3,EC:6.3
B7GFW3,EC:6.3.5
B7GFW3,EC:6.3.5.7
O66610,EC:6
O66610,EC:6.3
O66610,EC:6.3.5
O66610,EC:6.3.5.7
O27955,EC:6
O27955,EC:6.3
O27955,EC:6.3.5
O27955,EC:6.3.5.7
Q75D84,EC:6
Q75D84,EC:6.3
Q75D84,EC:6.3.5
Q75D84,EC:6.3.5.7
A8I9X6,EC:6
A8I9X6,EC:6.3
A8I9X6,EC:6.3.5
A8I9X6,EC:6.3.5.7
C1DQ37,EC:6
C1DQ37,EC:6.3
C1DQ37,EC:6.3.5
C1DQ37,EC:6.3.5.7
C1FLD9,EC:6
C1FLD9,EC:6.3
C1FLD9,EC:6.3.5
C1FLD9,EC:6.3.5.7
A0Q2Q0,EC:6
A0Q2Q0,EC:6.3
A0Q2Q0,EC:6.3.5
A0Q2Q0,EC:6.3.5.7
C5P3I5,EC:6
C5P3I5,EC:6.3
C5P3I5,EC:6.3.5
C5P3I5,EC:6.3.5.7
Q6NHQ1,EC:6
Q6NHQ1,EC:6.3
Q6NHQ1,EC:6.3.5
Q6NHQ1,EC:6.3.5.7
Q4JUM4,EC:6
Q4JUM4,EC:6.3
Q4JUM4,EC:6.3.5
Q4JUM4,EC:6.3.5.7
Q2G4F5,EC:6
Q2G4F5,EC:6.3
Q2G4F5,EC:6.3.5
Q2G4F5,EC:6.3.5.7
Q04DD1,EC:6
Q04DD1,EC:6.3
Q04DD1,EC:6.3.5
Q04DD1,EC:6.3.5.7
B3CQQ9,EC:6
B3CQQ9,EC:6.3
B3CQQ9,EC:6.3.5
B3CQQ9,EC:6.3.5.7
Q7X8Z8,EC:6
Q7X8Z8,EC:6.3
Q7X8Z8,EC:6.3.5
Q7X8Z8,EC:6.3.5.7
A7HX17,EC:6
A7HX17,EC:6.3
A7HX17,EC:6.3.5
A7HX17,EC:6.3.5.7
B2JJW2,EC:6
B2JJW2,EC:6.3
B2JJW2,EC:6.3.5
B2JJW2,EC:6.3.5.7
E0VSP9,EC:6
E0VSP9,EC:6.3
E0VSP9,EC:6.3.5
E0VSP9,EC:6.3.5.7
B4SCS6,EC:6
B4SCS6,EC:6.3
B4SCS6,EC:6.3.5
B4SCS6,EC:6.3.5.7
Q6C0M4,EC:6
Q6C0M4,EC:6.3
Q6C0M4,EC:6.3.5
Q6C0M4,EC:6.3.5.7
Q5NPF3,EC:6
Q5NPF3,EC:6.3
Q5NPF3,EC:6.3.5
Q5NPF3,EC:6.3.5.7
C1E9T6,EC:6
C1E9T6,EC:6.3
C1E9T6,EC:6.3.5
C1E9T6,EC:0
Q2LPY6,EC:6
Q2LPY6,EC:6.3
Q2LPY6,EC:6.3.5
Q2LPY6,EC:0
C1FJ20,EC:6
C1FJ20,EC:6.3
C1FJ20,EC:6.3.5
C1FJ20,EC:0
Q2LXN0,EC:6
Q2LXN0,EC:6.3
Q2LXN0,EC:6.3.5
Q2LXN0,EC:0
Q6FDY4,EC:6
Q6FDY4,EC:6.3
Q6FDY4,EC:6.3.5
Q6FDY4,EC:0
Q16UG2,EC:6
Q16UG2,EC:6.3
Q16UG2,EC:6.3.5
Q16UG2,EC:0
B6JFW6,EC:6
B6JFW6,EC:6.3
B6JFW6,EC:6.3.5
B6JFW6,EC:0
Q8UFS3,EC:6
Q8UFS3,EC:6.3
Q8UFS3,EC:6.3.5
Q8UFS3,EC:0
Q9VCD0,EC:6
Q9VCD0,EC:6.3
Q9VCD0,EC:6.3.5
Q9VCD0,EC:0
Q2GG24,EC:6
Q2GG24,EC:6.3
Q2GG24,EC:6.3.5
Q2GG24,EC:0
B2KE80,EC:6
B2KE80,EC:6.3
B2KE80,EC:6.3.5
B2KE80,EC:0
B1GZD2,EC:6
B1GZD2,EC:6.3
B1GZD2,EC:6.3.5
B1GZD2,EC:0
Q2ND71,EC:6
Q2ND71,EC:6.3
Q2ND71,EC:6.3.5
Q2ND71,EC:0
Q2J6U8,EC:6
Q2J6U8,EC:6.3
Q2J6U8,EC:6.3.5
Q2J6U8,EC:0
Q4FUG5,EC:6
Q4FUG5,EC:6.3
Q4FUG5,EC:6.3.5
Q4FUG5,EC:0
Q98ND3,EC:6
Q98ND3,EC:6.3
Q98ND3,EC:6.3.5
Q98ND3,EC:0
Q92QK5,EC:6
Q92QK5,EC:6.3
Q92QK5,EC:6.3.5
Q92QK5,EC:0
Q7UK56,EC:6
Q7UK56,EC:6.3
Q7UK56,EC:6.3.5
Q7UK56,EC:0
C1B2L3,EC:6
C1B2L3,EC:6.3
C1B2L3,EC:6.3.5
C1B2L3,EC:0
A8PJJ2,EC:6
A8PJJ2,EC:6.3
A8PJJ2,EC:6.3.5
A8PJJ2,EC:0
E1FU46,EC:6
E1FU46,EC:6.3
E1FU46,EC:6.3.5
E1FU46,EC:0
B9E827,EC:6
B9E827,EC:6.3
B9E827,EC:6.3.5
B9E827,EC:0
Q0ANY8,EC:6
Q0ANY8,EC:6.3
Q0ANY8,EC:6.3.5
Q0ANY8,EC:0
Q0W278,EC:6
Q0W278,EC:6.3
Q0W278,EC:6.3.5
Q0W278,EC:0
Q60CK7,EC:6
Q60CK7,EC:6.3
Q60CK7,EC:6.3.5
Q60CK7,EC:0
Q57694,EC:6
Q57694,EC:6.3
Q57694,EC:6.3.5
Q57694,EC:0
B1ZLM0,EC:6
B1ZLM0,EC:6.3
B1ZLM0,EC:6.3.5
B1ZLM0,EC:0
Q97SE5,EC:6
Q97SE5,EC:6.3
Q97SE5,EC:6.3.5
Q97SE5,EC:0
A3CLF7,EC:6
A3CLF7,EC:6.3
A3CLF7,EC:6.3.5
A3CLF7,EC:0
Q4J966,EC:6
Q4J966,EC:6.3
Q4J966,EC:6.3.5
Q4J966,EC:0
P0C8J7,EC:4
P0C8J7,EC:4.1
P0C8J7,EC:4.1.2
P0C8J7,EC:4.1.2.40
A6TEF4,EC:4
A6TEF4,EC:4.1
A6TEF4,EC:4.1.2
A6TEF4,EC:4.1.2.40
Q8XGZ9,EC:4
Q8XGZ9,EC:4.1
Q8XGZ9,EC:4.1.2
Q8XGZ9,EC:4.1.2.40
Q5KXT7,EC:3
Q5KXT7,EC:3.5
Q5KXT7,EC:3.5.4
Q5KXT7,EC:3.5.4.16
Q7VM90,EC:3
Q7VM90,EC:3.5
Q7VM90,EC:3.5.4
Q7VM90,EC:3.5.4.16
P43866,EC:3
P43866,EC:3.5
P43866,EC:3.5.4
P43866,EC:3.5.4.16
Q2SPJ2,EC:3
Q2SPJ2,EC:3.5
Q2SPJ2,EC:3.5.4
Q2SPJ2,EC:3.5.4.16
C4K3L4,EC:3
C4K3L4,EC:3.5
C4K3L4,EC:3.5.4
C4K3L4,EC:3.5.4.16
P56462,EC:3
P56462,EC:3.5
P56462,EC:3.5.4
P56462,EC:3.5.4.16
A3CKF4,EC:3
A3CKF4,EC:3.5
A3CKF4,EC:3.5.4
A3CKF4,EC:3.5.4.16
Q47VM6,EC:3
Q47VM6,EC:3.5
Q47VM6,EC:3.5.4
Q47VM6,EC:3.5.4.16
Q0K861,EC:3
Q0K861,EC:3.5
Q0K861,EC:3.5.4
Q0K861,EC:3.5.4.16
B8J1Q5,EC:3
B8J1Q5,EC:3.5
B8J1Q5,EC:3.5.4
B8J1Q5,EC:3.5.4.16
Q6AMT5,EC:3
Q6AMT5,EC:3.5
Q6AMT5,EC:3.5.4
Q6AMT5,EC:3.5.4.16
A1VAN0,EC:3
A1VAN0,EC:3.5
A1VAN0,EC:3.5.4
A1VAN0,EC:3.5.4.16
B8DZH0,EC:3
B8DZH0,EC:3.5
B8DZH0,EC:3.5.4
B8DZH0,EC:3.5.4.16
B1YHT1,EC:3
B1YHT1,EC:3.5
B1YHT1,EC:3.5.4
B1YHT1,EC:3.5.4.16
A7HKP2,EC:3
A7HKP2,EC:3.5
A7HKP2,EC:3.5.4
A7HKP2,EC:3.5.4.16
Q74FW8,EC:3
Q74FW8,EC:3.5
Q74FW8,EC:3.5.4
Q74FW8,EC:3.5.4.16
O14255,EC:3
O14255,EC:3.2
O14255,EC:3.2.1
O14255,EC:3.2.1.106
A0JZ00,EC:6
A0JZ00,EC:6.3
A0JZ00,EC:6.3.2
A0JZ00,EC:6.3.2.2
Q0RRF4,EC:6
Q0RRF4,EC:6.3
Q0RRF4,EC:6.3.2
Q0RRF4,EC:6.3.2.2
Q5WYT4,EC:6
Q5WYT4,EC:6.3
Q5WYT4,EC:6.3.2
Q5WYT4,EC:6.3.2.2
A7GSN7,EC:1
A7GSN7,EC:1.4
A7GSN7,EC:1.4.4
A7GSN7,EC:1.4.4.2
A8FF40,EC:1
A8FF40,EC:1.4
A8FF40,EC:1.4.4
A8FF40,EC:1.4.4.2
A7Z6M3,EC:1
A7Z6M3,EC:1.4
A7Z6M3,EC:1.4.4
A7Z6M3,EC:1.4.4.2
O67740,EC:1
O67740,EC:1.4
O67740,EC:1.4.4
O67740,EC:1.4.4.2
P54377,EC:1
P54377,EC:1.4
P54377,EC:1.4.4
P54377,EC:1.4.4.2
Q4FTK9,EC:1
Q4FTK9,EC:1.4
Q4FTK9,EC:1.4.4
Q4FTK9,EC:1.4.4.2
Q8XU98,EC:1
Q8XU98,EC:1.4
Q8XU98,EC:1.4.4
Q8XU98,EC:1.4.4.2
Q8G9M2,EC:1
Q8G9M2,EC:1.4
Q8G9M2,EC:1.4.4
Q8G9M2,EC:1.4.4.2
Q6N344,EC:1
Q6N344,EC:1.4
Q6N344,EC:1.4.4
Q6N344,EC:1.4.4.2
Q21HU3,EC:1
Q21HU3,EC:1.4
Q21HU3,EC:1.4.4
Q21HU3,EC:1.4.4.2
Q7NSJ3,EC:2
Q7NSJ3,EC:2.1
Q7NSJ3,EC:2.1.2
Q7NSJ3,EC:2.1.2.10
C1FTW3,EC:2
C1FTW3,EC:2.1
C1FTW3,EC:2.1.2
C1FTW3,EC:2.1.2.10
C3PHK3,EC:2
C3PHK3,EC:2.1
C3PHK3,EC:2.1.2
C3PHK3,EC:2.1.2.10
A7MR82,EC:2
A7MR82,EC:2.1
A7MR82,EC:2.1.2
A7MR82,EC:2.1.2.10
Q0K5P5,EC:2
Q0K5P5,EC:2.1
Q0K5P5,EC:2.1.2
Q0K5P5,EC:2.1.2.10
Q6A9R6,EC:2
Q6A9R6,EC:2.1
Q6A9R6,EC:2.1.2
Q6A9R6,EC:2.1.2.10
B9DNN7,EC:2
B9DNN7,EC:2.1
B9DNN7,EC:2.1.2
B9DNN7,EC:2.1.2.10
Q4L6N7,EC:2
Q4L6N7,EC:2.1
Q4L6N7,EC:2.1.2
Q4L6N7,EC:2.1.2.10
Q82JI2,EC:2
Q82JI2,EC:2.1
Q82JI2,EC:2.1.2
Q82JI2,EC:2.1.2.10
O80522,EC:3
O80522,EC:3.1
O80522,EC:3.1.1
O80522,EC:0
Q9CA68,EC:3
Q9CA68,EC:3.1
Q9CA68,EC:3.1.1
Q9CA68,EC:0
Q9SIF3,EC:3
Q9SIF3,EC:3.1
Q9SIF3,EC:3.1.1
Q9SIF3,EC:0
O65921,EC:3
O65921,EC:3.1
O65921,EC:3.1.1
O65921,EC:0
O64469,EC:3
O64469,EC:3.1
O64469,EC:3.1.1
O64469,EC:0
Q9SJA9,EC:3
Q9SJA9,EC:3.1
Q9SJA9,EC:3.1.1
Q9SJA9,EC:0
Q9ZQI3,EC:3
Q9ZQI3,EC:3.1
Q9ZQI3,EC:3.1.1
Q9ZQI3,EC:0
O22927,EC:3
O22927,EC:3.1
O22927,EC:3.1.1
O22927,EC:0
Q8RWJ4,EC:3
Q8RWJ4,EC:3.1
Q8RWJ4,EC:3.1.1
Q8RWJ4,EC:0
Q9SIZ6,EC:3
Q9SIZ6,EC:3.1
Q9SIZ6,EC:3.1.1
Q9SIZ6,EC:0
O53423,EC:3
O53423,EC:3.1
O53423,EC:3.1.1
O53423,EC:3.1.1.6
Q5SBP6,EC:4
Q5SBP6,EC:4.2
Q5SBP6,EC:4.2.3
Q5SBP6,EC:4.2.3.75
Q9Y7U3,EC:3
Q9Y7U3,EC:3.1
Q9Y7U3,EC:3.1.3
Q9Y7U3,EC:3.1.3.27
O43681,EC:3
O43681,EC:3.6
O43681,EC:0
O43681,EC:0
Q6CPX3,EC:3
Q6CPX3,EC:3.6
Q6CPX3,EC:0
Q6CPX3,EC:0
B0CPJ0,EC:3
B0CPJ0,EC:3.6
B0CPJ0,EC:0
B0CPJ0,EC:0
A8Q0M1,EC:3
A8Q0M1,EC:3.6
A8Q0M1,EC:0
A8Q0M1,EC:0
Q870U4,EC:3
Q870U4,EC:3.6
Q870U4,EC:0
Q870U4,EC:0
Q0UP11,EC:3
Q0UP11,EC:3.6
Q0UP11,EC:0
Q0UP11,EC:0
A3LX15,EC:3
A3LX15,EC:3.6
A3LX15,EC:0
A3LX15,EC:0
P54422,EC:2
P54422,EC:3
P54422,EC:2.3
P54422,EC:3.4
P54422,EC:2.3.2
P54422,EC:3.4.19
P54422,EC:2.3.2.2
P54422,EC:3.4.19.13
P18956,EC:2
P18956,EC:3
P18956,EC:2.3
P18956,EC:3.4
P18956,EC:2.3.2
P18956,EC:3.4.19
P18956,EC:2.3.2.2
P18956,EC:3.4.19.13
Q9I406,EC:2
Q9I406,EC:3
Q9I406,EC:2.3
Q9I406,EC:3.4
Q9I406,EC:2.3.2
Q9I406,EC:3.4.19
Q9I406,EC:2.3.2.2
Q9I406,EC:3.4.19.13
P36267,EC:2
P36267,EC:3
P36267,EC:2.3
P36267,EC:3.4
P36267,EC:2.3.2
P36267,EC:3.4.19
P36267,EC:2.3.2.2
P36267,EC:3.4.19.13
V5LLZ9,EC:2
V5LLZ9,EC:2.4
V5LLZ9,EC:2.4.1
V5LLZ9,EC:2.4.1.136
P74181,EC:2
P74181,EC:3
P74181,EC:2.3
P74181,EC:3.4
P74181,EC:2.3.2
P74181,EC:3.4.19
P74181,EC:2.3.2.2
P74181,EC:3.4.19.13
Q5L7M8,EC:3
Q5L7M8,EC:3.2
Q5L7M8,EC:3.2.1
Q5L7M8,EC:3.2.1.n1
Q5L7M8,EC:3.2.1.22
B1KD83,EC:3
B1KD83,EC:3.2
B1KD83,EC:3.2.1
B1KD83,EC:3.2.1.n1
B1KD83,EC:3.2.1.22
B1V8K7,EC:3
B1V8K7,EC:3.2
B1V8K7,EC:3.2.1
B1V8K7,EC:3.2.1.n1
B1V8K7,EC:3.2.1.22
A6L2M8,EC:3
A6L2M8,EC:3.2
A6L2M8,EC:3.2.1
A6L2M8,EC:3.2.1.n1
A6L2M8,EC:3.2.1.n2
A6L2M8,EC:3.2.1.22
Q5LGZ8,EC:3
Q5LGZ8,EC:3.2
Q5LGZ8,EC:3.2.1
Q5LGZ8,EC:3.2.1.n1
Q5LGZ8,EC:3.2.1.n2
Q5LGZ8,EC:3.2.1.22
A6LFT2,EC:3
A6LFT2,EC:3.2
A6LFT2,EC:3.2.1
A6LFT2,EC:3.2.1.n1
A6LFT2,EC:3.2.1.n2
A6LFT2,EC:3.2.1.22
Q70KD4,EC:2
Q70KD4,EC:2.6
Q70KD4,EC:2.6.1
Q70KD4,EC:2.6.1.101
Q2MF12,EC:2
Q2MF12,EC:2.6
Q2MF12,EC:2.6.1
Q2MF12,EC:2.6.1.101
Q91YI6,EC:2
Q91YI6,EC:2.7
Q91YI6,EC:2.7.7
Q91YI6,EC:2.7.7.19
G5EFL0,EC:2
G5EFL0,EC:2.7
G5EFL0,EC:2.7.7
G5EFL0,EC:2.7.7.19
P45511,EC:1
P45511,EC:1.1
P45511,EC:1.1.1
P45511,EC:1.1.1.6
P32816,EC:1
P32816,EC:1.1
P32816,EC:1.1.1
P32816,EC:1.1.1.6
P50173,EC:1
P50173,EC:1.1
P50173,EC:1.1.1
P50173,EC:1.1.1.6
Q9WYQ4,EC:1
Q9WYQ4,EC:1.1
Q9WYQ4,EC:1.1.1
Q9WYQ4,EC:1.1.1.6
Q9SU56,EC:1
Q9SU56,EC:1.3
Q9SU56,EC:1.3.2
Q9SU56,EC:1.3.2.3
Q9EUT5,EC:2
Q9EUT5,EC:2.4
Q9EUT5,EC:2.4.1
Q9EUT5,EC:2.4.1.21
B6IUD9,EC:2
B6IUD9,EC:2.4
B6IUD9,EC:2.4.1
B6IUD9,EC:2.4.1.21
Q07TH8,EC:2
Q07TH8,EC:2.4
Q07TH8,EC:2.4.1
Q07TH8,EC:2.4.1.21
Q21BQ1,EC:2
Q21BQ1,EC:2.4
Q21BQ1,EC:2.4.1
Q21BQ1,EC:2.4.1.21
Q165E4,EC:2
Q165E4,EC:2.4
Q165E4,EC:2.4.1
Q165E4,EC:2.4.1.21
Q3J3M6,EC:2
Q3J3M6,EC:2.4
Q3J3M6,EC:2.4.1
Q3J3M6,EC:2.4.1.18
Q5L6K4,EC:2
Q5L6K4,EC:2.4
Q5L6K4,EC:2.4.1
Q5L6K4,EC:2.4.1.18
Q253M6,EC:2
Q253M6,EC:2.4
Q253M6,EC:2.4.1
Q253M6,EC:2.4.1.18
Q9Z876,EC:2
Q9Z876,EC:2.4
Q9Z876,EC:2.4.1
Q9Z876,EC:2.4.1.18
Q0TQ16,EC:2
Q0TQ16,EC:2.4
Q0TQ16,EC:2.4.1
Q0TQ16,EC:2.4.1.18
Q8FQ12,EC:2
Q8FQ12,EC:2.4
Q8FQ12,EC:2.4.1
Q8FQ12,EC:2.4.1.18
Q4JUK5,EC:2
Q4JUK5,EC:2.4
Q4JUK5,EC:2.4.1
Q4JUK5,EC:2.4.1.18
Q9KLP4,EC:2
Q9KLP4,EC:2.7
Q9KLP4,EC:2.7.7
Q9KLP4,EC:2.7.7.27
Q7MEE9,EC:2
Q7MEE9,EC:2.7
Q7MEE9,EC:2.7.7
Q7MEE9,EC:2.7.7.27
A1TRG1,EC:2
A1TRG1,EC:2.7
A1TRG1,EC:2.7.7
A1TRG1,EC:2.7.7.27
A6VP17,EC:2
A6VP17,EC:2.7
A6VP17,EC:2.7.7
A6VP17,EC:2.7.7.27
Q221N8,EC:2
Q221N8,EC:2.7
Q221N8,EC:2.7.7
Q221N8,EC:2.7.7.27
B4RS18,EC:2
B4RS18,EC:2.7
B4RS18,EC:2.7.7
B4RS18,EC:2.7.7.27
A7H6H5,EC:2
A7H6H5,EC:2.7
A7H6H5,EC:2.7.7
A7H6H5,EC:2.7.7.27
Q8Z233,EC:2
Q8Z233,EC:2.7
Q8Z233,EC:2.7.7
Q8Z233,EC:2.7.7.27
A1S8E8,EC:2
A1S8E8,EC:2.7
A1S8E8,EC:2.7.7
A1S8E8,EC:2.7.7.27
Q8EGU3,EC:2
Q8EGU3,EC:2.7
Q8EGU3,EC:2.7.7
Q8EGU3,EC:2.7.7.27
P23509,EC:2
P23509,EC:2.7
P23509,EC:2.7.7
P23509,EC:2.7.7.27
P30523,EC:2
P30523,EC:2.7
P30523,EC:2.7.7
P30523,EC:2.7.7.27
A7MGF3,EC:3
A7MGF3,EC:3.2
A7MGF3,EC:3.2.1
A7MGF3,EC:3.2.1.196
Q8KR69,EC:3
Q8KR69,EC:3.2
Q8KR69,EC:3.2.1
Q8KR69,EC:3.2.1.196
Q8X6X8,EC:3
Q8X6X8,EC:3.2
Q8X6X8,EC:3.2.1
Q8X6X8,EC:3.2.1.196
Q5P8D4,EC:2
Q5P8D4,EC:2.7
Q5P8D4,EC:2.7.1
Q5P8D4,EC:2.7.1.2
Q8YDC6,EC:2
Q8YDC6,EC:2.7
Q8YDC6,EC:2.7.1
Q8YDC6,EC:2.7.1.2
A7H492,EC:2
A7H492,EC:2.7
A7H492,EC:2.7.1
A7H492,EC:2.7.1.2
Q9A6N3,EC:2
Q9A6N3,EC:2.7
Q9A6N3,EC:2.7.1
Q9A6N3,EC:2.7.1.2
C3MBY4,EC:2
C3MBY4,EC:2.7
C3MBY4,EC:2.7.1
C3MBY4,EC:2.7.1.2
Q56198,EC:2
Q56198,EC:2.7
Q56198,EC:2.7.1
Q56198,EC:2.7.1.2
B2FL80,EC:2
B2FL80,EC:2.7
B2FL80,EC:2.7.1
B2FL80,EC:2.7.1.2
Q9X1I0,EC:2
Q9X1I0,EC:2.7
Q9X1I0,EC:2.7.1
Q9X1I0,EC:2.7.1.2
Q89AF3,EC:5
Q89AF3,EC:5.4
Q89AF3,EC:5.4.2
Q89AF3,EC:5.4.2.10
Q1IV19,EC:5
Q1IV19,EC:5.4
Q1IV19,EC:5.4.2
Q1IV19,EC:5.4.2.10
B3WD16,EC:5
B3WD16,EC:5.4
B3WD16,EC:5.4.2
B3WD16,EC:5.4.2.10
C4Z1Z8,EC:5
C4Z1Z8,EC:5.4
C4Z1Z8,EC:5.4.2
C4Z1Z8,EC:5.4.2.10
Q9CID9,EC:5
Q9CID9,EC:5.4
Q9CID9,EC:5.4.2
Q9CID9,EC:5.4.2.10
Q88YE8,EC:5
Q88YE8,EC:5.4
Q88YE8,EC:5.4.2
Q88YE8,EC:5.4.2.10
Q1MRX8,EC:5
Q1MRX8,EC:5.4
Q1MRX8,EC:5.4.2
Q1MRX8,EC:5.4.2.10
A4XBI5,EC:5
A4XBI5,EC:5.4
A4XBI5,EC:5.4.2
A4XBI5,EC:5.4.2.10
P0CI73,EC:2
P0CI73,EC:2.6
P0CI73,EC:2.6.1
P0CI73,EC:2.6.1.16
Q6G322,EC:2
Q6G322,EC:2.6
Q6G322,EC:2.6.1
Q6G322,EC:2.6.1.16
P59362,EC:2
P59362,EC:2.6
P59362,EC:2.6.1
P59362,EC:2.6.1.16
P57138,EC:2
P57138,EC:2.6
P57138,EC:2.6.1
P57138,EC:2.6.1.16
P59499,EC:2
P59499,EC:2.6
P59499,EC:2.6.1
P59499,EC:2.6.1.16
Q9PMT4,EC:2
Q9PMT4,EC:2.6
Q9PMT4,EC:2.6.1
Q9PMT4,EC:2.6.1.16
Q5L589,EC:2
Q5L589,EC:2.6
Q5L589,EC:2.6.1
Q5L589,EC:2.6.1.16
P14192,EC:2
P14192,EC:2.3
P14192,EC:2.7
P14192,EC:2.3.1
P14192,EC:2.7.7
P14192,EC:2.3.1.157
P14192,EC:2.7.7.23
Q6FZH5,EC:2
Q6FZH5,EC:2.3
Q6FZH5,EC:2.7
Q6FZH5,EC:2.3.1
Q6FZH5,EC:2.7.7
Q6FZH5,EC:2.3.1.157
Q6FZH5,EC:2.7.7.23
Q1LTV6,EC:2
Q1LTV6,EC:2.3
Q1LTV6,EC:2.7
Q1LTV6,EC:2.3.1
Q1LTV6,EC:2.7.7
Q1LTV6,EC:2.3.1.157
Q1LTV6,EC:2.7.7.23
B8DU78,EC:2
B8DU78,EC:2.3
B8DU78,EC:2.7
B8DU78,EC:2.3.1
B8DU78,EC:2.7.7
B8DU78,EC:2.3.1.157
B8DU78,EC:2.7.7.23
Q8G5P1,EC:2
Q8G5P1,EC:2.3
Q8G5P1,EC:2.7
Q8G5P1,EC:2.3.1
Q8G5P1,EC:2.7.7
Q8G5P1,EC:2.3.1.157
Q8G5P1,EC:2.7.7.23
Q7VQV4,EC:2
Q7VQV4,EC:2.3
Q7VQV4,EC:2.7
Q7VQV4,EC:2.3.1
Q7VQV4,EC:2.7.7
Q7VQV4,EC:2.3.1.157
Q7VQV4,EC:2.7.7.23
Q2KTX5,EC:2
Q2KTX5,EC:2.3
Q2KTX5,EC:2.7
Q2KTX5,EC:2.3.1
Q2KTX5,EC:2.7.7
Q2KTX5,EC:2.3.1.157
Q2KTX5,EC:2.7.7.23
A9HWM1,EC:2
A9HWM1,EC:2.3
A9HWM1,EC:2.7
A9HWM1,EC:2.3.1
A9HWM1,EC:2.7.7
A9HWM1,EC:2.3.1.157
A9HWM1,EC:2.7.7.23
Q82XP7,EC:2
Q82XP7,EC:2.3
Q82XP7,EC:2.7
Q82XP7,EC:2.3.1
Q82XP7,EC:2.7.7
Q82XP7,EC:2.3.1.157
Q82XP7,EC:2.7.7.23
Q1QME9,EC:2
Q1QME9,EC:2.3
Q1QME9,EC:2.7
Q1QME9,EC:2.3.1
Q1QME9,EC:2.7.7
Q1QME9,EC:2.3.1.157
Q1QME9,EC:2.7.7.23
Q3J6N3,EC:2
Q3J6N3,EC:2.3
Q3J6N3,EC:2.7
Q3J6N3,EC:2.3.1
Q3J6N3,EC:2.7.7
Q3J6N3,EC:2.3.1.157
Q3J6N3,EC:2.7.7.23
Q3SRP6,EC:2
Q3SRP6,EC:2.3
Q3SRP6,EC:2.7
Q3SRP6,EC:2.3.1
Q3SRP6,EC:2.7.7
Q3SRP6,EC:2.3.1.157
Q3SRP6,EC:2.7.7.23
Q8YQB2,EC:2
Q8YQB2,EC:2.3
Q8YQB2,EC:2.7
Q8YQB2,EC:2.3.1
Q8YQB2,EC:2.7.7
Q8YQB2,EC:2.3.1.157
Q8YQB2,EC:2.7.7.23
Q2G929,EC:2
Q2G929,EC:2.3
Q2G929,EC:2.7
Q2G929,EC:2.3.1
Q2G929,EC:2.7.7
Q2G929,EC:2.3.1.157
Q2G929,EC:2.7.7.23
Q313W4,EC:2
Q313W4,EC:2.3
Q313W4,EC:2.7
Q313W4,EC:2.3.1
Q313W4,EC:2.7.7
Q313W4,EC:2.3.1.157
Q313W4,EC:2.7.7.23
A1AZN6,EC:2
A1AZN6,EC:2.3
A1AZN6,EC:2.7
A1AZN6,EC:2.3.1
A1AZN6,EC:2.7.7
A1AZN6,EC:2.3.1.157
A1AZN6,EC:2.7.7.23
B1XLT6,EC:2
B1XLT6,EC:2.3
B1XLT6,EC:2.7
B1XLT6,EC:2.3.1
B1XLT6,EC:2.7.7
B1XLT6,EC:2.3.1.157
B1XLT6,EC:2.7.7.23
Q0I9Y4,EC:2
Q0I9Y4,EC:2.3
Q0I9Y4,EC:2.7
Q0I9Y4,EC:2.3.1
Q0I9Y4,EC:2.7.7
Q0I9Y4,EC:2.3.1.157
Q0I9Y4,EC:2.7.7.23
Q3AKJ8,EC:2
Q3AKJ8,EC:2.3
